X,Y,Z
0.8077074,-0.5329683,-0.1596678
0.5380383,-0.8044915,-0.1588979
0.8077079,-0.5329677,-0.1596681
0.5380387,-0.8044911,-0.1588978
0.8077083,-0.5329672,-0.1596679
0.5380393,-0.8044907,-0.1588979
0.807709,-0.5329663,-0.1596677
0.53804,-0.8044901,-0.1588979
0.8077092,-0.5329657,-0.1596677
0.5380404,-0.8044899,-0.1588978
0.8077096,-0.532965,-0.1596681
0.5380411,-0.8044894,-0.1588982
0.8060911,-0.5298358,-0.1766624
0.5371999,-0.8032234,-0.1674574
0.8383344,-0.4698051,-0.2048178
0.5348401,-0.7998071,-0.1884079
0.7951219,-0.5130873,-0.2552544
0.5328912,-0.7964606,-0.2053144
0.7911539,-0.5060809,-0.2794632
0.5317037,-0.7936304,-0.2171302
0.7896354,-0.5010853,-0.2918092
0.5315564,-0.7916335,-0.2232643
0.7911204,-0.4985322,-0.2917402
0.5325965,-0.7906678,-0.2233771
0.7955827,-0.4985282,-0.2791654
0.5348042,-0.7907783,-0.2173989
0.8023826,-0.5008624,-0.2545053
0.5379739,-0.7918555,-0.2055539
0.8102955,-0.5051011,-0.2189134
0.5417119,-0.7936803,-0.1884051
0.8501204,-0.4518103,-0.1918958
0.5453362,-0.7960305,-0.1672169
0.8561168,-0.4584148,-0.1446589
0.5479108,-0.7985545,-0.1455467
0.8238838,-0.5228715,-0.07271247
0.5511678,-0.8022771,-0.09787804
-0.8077045,0.5329723,0.1596685
-0.3982939,0.5747624,-0.2228014
-0.5780742,0.3937477,-0.2222877
-0.538034,0.8044943,0.1588979
-0.8077058,0.5329708,0.159668
-0.5380361,0.8044932,0.1588978
-0.8077065,0.5329696,0.1596679
-0.5380365,0.8044926,0.1588976
-0.8077069,0.532969,0.1596681
-0.5380368,0.8044924,0.1588978
-0.8077074,0.5329684,0.1596677
-0.5380376,0.8044919,0.1588978
-0.8077079,0.5329673,0.1596678
-0.5380379,0.8044918,0.1588978
-0.8077085,0.5329666,0.1596679
-0.5380393,0.8044908,0.1588979
-0.8077092,0.5329656,0.159668
-0.5380396,0.8044902,0.158898
-0.8077097,0.5329648,0.1596677
-0.5380403,0.80449,0.1588981
-0.8077104,0.5329637,0.1596676
-0.5380406,0.8044894,0.1588979
-0.8077105,0.5329634,0.1596675
-0.5380415,0.8044891,0.1588979
-0.8077111,0.5329623,0.1596675
-0.5380419,0.8044888,0.158898
-0.8070707,0.5312693,0.167796
-0.537733,0.8039311,0.1624776
-0.839649,0.4719084,0.1944153
-0.5355189,0.8009472,0.1821062
-0.8336142,0.4629009,0.2368115
-0.5333959,0.7976066,0.2001589
-0.7916993,0.5078465,0.274546
-0.5319353,0.7946827,0.2133251
-0.7893662,0.5023056,0.2901895
-0.5314395,0.7925114,0.2209625
-0.7899573,0.4991207,0.2935191
-0.5320932,0.7913244,0.2226695
-0.7936127,0.4984834,0.2843208
-0.5339192,0.7912081,0.2183147
-0.7998618,0.500258,0.2628546
-0.5367571,0.7920917,0.2080624
-0.8076388,0.5040487,0.2300011
-0.5402538,0.7937785,0.1924277
-0.8476381,0.4501625,0.2052971
-0.5438229,0.7960101,0.1725624
-0.8545154,0.4566352,0.1576376
-0.5466528,0.798445,0.1512844
-0.8232541,0.5214639,0.08840366
-0.5501278,0.8019364,0.1089365
-0.5014724,0.326819,0.340895
-0.3260642,0.5028911,0.3235931
-0.5489494,0.8116685,-0.05594376
-0.8099098,0.5525727,-0.02384239
-0.8099098,0.5525727,-0.02384239
-0.5489494,0.8116686,-0.05594376
-0.5455456,0.8063284,-0.1377089
-0.8027657,0.5570182,-0.09581082
-0.8027657,0.5570182,-0.09581081
-0.5455456,0.8063285,-0.1377089
-0.5428348,0.8031323,-0.1708848
-0.7984664,0.5585956,-0.1253386
-0.5368901,0.7999798,-0.2048524
-0.7910563,0.5619048,-0.1561216
-0.5811351,0.7764688,-0.1800659
-0.7897592,0.5698441,-0.1233468
-0.7897592,0.5698441,-0.1233468
-0.5811351,0.7764688,-0.1800659
-0.5287607,0.8198509,-0.1222836
-0.7920588,0.5745043,-0.05455745
-0.7920588,0.5745043,-0.05455745
-0.5287607,0.8198509,-0.1222836
-0.522796,0.8299581,-0.02817812
-0.7907214,0.5742494,0.0430113
-0.7907214,0.5742494,0.0430113
-0.522796,0.8299581,-0.02817812
-0.5099119,0.830703,0.09567276
-0.7808321,0.5642619,0.162054
-0.7808321,0.5642619,0.162054
-0.5099119,0.830703,0.09567276
-0.4897513,0.8154613,0.2307855
-0.7616559,0.5424373,0.2833822
-0.7616559,0.5424373,0.2833822
-0.4897512,0.8154613,0.2307854
-0.4685839,0.7887845,0.3443334
-0.740363,0.5150783,0.3793254
