X,Y,Z
-1.491629,-0.01513787,-3.226585
-1.449976,-0.02664299,-3.137373
-1.49196,-0.005741,-3.224161
-1.451107,-0.01702506,-3.136662
-1.491478,0.003073685,-3.220115
-1.452995,-0.007555675,-3.137694
-1.490201,0.01096741,-3.214604
-1.455567,0.00140126,-3.140427
-1.488179,0.01763689,-3.207839
-1.458725,0.009501539,-3.144757
-1.485489,0.02282579,-3.200081
-1.462347,0.01643389,-3.150517
-1.482234,0.02633469,-3.191626
-1.466294,0.02193186,-3.157486
-1.478541,0.02802875,-3.182801
-1.470415,0.02578421,-3.165397
-1.47455,0.02784287,-3.173945
-1.459868,0.006625891,-3.148278
-1.463147,0.0129023,-3.153494
-1.466721,0.01788006,-3.159804
-1.470451,0.02136791,-3.166966
-1.474195,0.02323179,-3.174705
-1.477808,0.02340008,-3.182724
-1.457009,-0.0007079542,-3.144358
-1.481153,0.02186629,-3.190714
-1.45468,-0.008817397,-3.141884
-1.484099,0.01868942,-3.198368
-1.45297,-0.0173908,-3.14095
-1.486535,0.01399148,-3.205393
-1.451946,-0.02609869,-3.141593
-1.488366,0.007953063,-3.211517
-1.451647,-0.03460643,-3.143789
-1.489522,0.0008062273,-3.216507
-1.452083,-0.04258707,-3.147451
-1.489958,-0.007174421,-3.22017
-1.453239,-0.04973393,-3.152441
-1.489658,-0.01568216,-3.222365
-1.45507,-0.05577233,-3.158566
-1.488634,-0.02439006,-3.223008
-1.457505,-0.06047027,-3.16559
-1.486925,-0.03296347,-3.222074
-1.460452,-0.06364714,-3.173245
-1.484596,-0.04107292,-3.2196
-1.463796,-0.06518093,-3.181235
-1.481737,-0.04840675,-3.21568
-1.46741,-0.06501265,-3.189253
-1.478457,-0.05468315,-3.210464
-1.471153,-0.06314877,-3.196992
-1.474884,-0.05966092,-3.204154
-1.464528,-0.06055225,-3.181313
-1.467764,-0.06040156,-3.188493
-1.471117,-0.05873246,-3.195423
-1.474457,-0.05560912,-3.201837
-1.477657,-0.05115157,-3.207488
-1.480594,-0.04553109,-3.212158
-1.461534,-0.05917876,-3.174157
-1.483154,-0.0389637,-3.215668
-1.458895,-0.05633389,-3.167303
-1.48524,-0.03170175,-3.217884
-1.456714,-0.05212692,-3.161013
-1.486771,-0.02402433,-3.21872
-1.455075,-0.04671957,-3.155528
-1.487688,-0.01622647,-3.218144
-1.454039,-0.04031961,-3.15106
-1.487956,-0.008607838,-3.216178
-1.453649,-0.03317301,-3.14778
-1.487565,-0.00146123,-3.212898
-1.453917,-0.02555439,-3.145814
-1.48653,0.004938707,-3.20843
-1.454834,-0.01775653,-3.145238
-1.484891,0.01034606,-3.202946
-1.456365,-0.01007911,-3.146074
-1.48271,0.01455303,-3.196655
-1.45845,-0.002817161,-3.14829
-1.480071,0.01739791,-3.189801
-1.461011,0.003750227,-3.1518
-1.477076,0.0187714,-3.182646
-1.463947,0.009370714,-3.156471
-1.47384,0.01862069,-3.175465
-1.467147,0.01382826,-3.162121
-1.470488,0.0169516,-3.168535
-1.459892,-0.004926383,-3.152222
-1.462153,0.0008745864,-3.155322
-1.464747,0.005839124,-3.159448
-1.467574,0.009776466,-3.164439
-1.470525,0.0125353,-3.170104
-1.473486,0.0140096,-3.176225
-1.45805,-0.01134083,-3.150264
-1.476344,0.01414271,-3.182568
-1.456698,-0.01812227,-3.149526
-1.478989,0.01292952,-3.188888
-1.455887,-0.02501009,-3.150035
-1.48132,0.01041665,-3.194942
-1.45565,-0.03173959,-3.151771
-1.483246,0.006700657,-3.200499
-1.455996,-0.03805216,-3.154668
-1.484695,0.001924358,-3.205343
-1.45691,-0.04370521,-3.158615
-1.485609,-0.003728688,-3.20929
-1.458358,-0.04848151,-3.16346
-1.485954,-0.01004127,-3.212187
-1.460285,-0.05219751,-3.169016
-1.485717,-0.01677077,-3.213924
-1.462615,-0.05471037,-3.17507
-1.484907,-0.02365859,-3.214432
-1.465261,-0.05592357,-3.18139
-1.483555,-0.03044003,-3.213694
-1.468119,-0.05579046,-3.187733
-1.481713,-0.03685448,-3.211737
-1.47108,-0.05431616,-3.193854
-1.479451,-0.04265544,-3.208636
-1.474031,-0.05155732,-3.19952
-1.476857,-0.04761998,-3.204511
-1.468473,-0.05117938,-3.186973
-1.471043,-0.04989985,-3.192285
-1.473604,-0.04750554,-3.197202
-1.476057,-0.0440884,-3.201534
-1.478308,-0.03977978,-3.205114
-1.480271,-0.03474527,-3.207805
-1.465993,-0.05129489,-3.181468
-1.48187,-0.02917831,-3.209504
-1.463697,-0.05024199,-3.175983
-1.483044,-0.02329285,-3.210145
-1.461674,-0.04806113,-3.170728
-1.483747,-0.01731507,-3.209703
-1.460002,-0.0448361,-3.165906
-1.483952,-0.01147469,-3.208196
-1.458746,-0.04069086,-3.161702
-1.483653,-0.005996138,-3.205682
-1.457952,-0.0357847,-3.158277
-1.482859,-0.001089998,-3.202256
-1.457652,-0.03030616,-3.155762
-1.481602,0.003055245,-3.198052
-1.457858,-0.02446579,-3.154255
-1.47993,0.006280266,-3.19323
-1.458561,-0.018488,-3.153814
-1.477908,0.00846114,-3.187975
-1.459735,-0.01260255,-3.154455
-1.475612,0.009514034,-3.18249
-1.461334,-0.007035594,-3.156153
-1.473131,0.009398513,-3.176986
-1.463296,-0.002001077,-3.158844
-1.470561,0.008118995,-3.171673
-1.465547,0.002307549,-3.162425
-1.468001,0.005724676,-3.166756
-1.46142,-0.01386427,-3.158645
-1.462775,-0.009144809,-3.160085
-1.464439,-0.004876733,-3.162366
-1.466347,-0.001224034,-3.165401
-1.468427,0.001672879,-3.169074
-1.470598,0.0037027,-3.173242
-1.460425,-0.01885374,-3.158102
-1.472777,0.004787423,-3.177746
-1.459829,-0.02392149,-3.158476
-1.47488,0.004885361,-3.182412
-1.459654,-0.02887274,-3.159753
-1.476826,0.003992744,-3.187062
-1.459908,-0.03351725,-3.161885
-1.478541,0.002143897,-3.191517
-1.460581,-0.03767651,-3.164789
-1.479958,-0.0005901605,-3.195605
-1.461647,-0.04119069,-3.168353
-1.481024,-0.004104346,-3.199169
-1.463064,-0.04392476,-3.172441
-1.481696,-0.008263603,-3.202073
-1.464779,-0.0457736,-3.176896
-1.48195,-0.01290811,-3.204205
-1.466725,-0.04666621,-3.181546
-1.481776,-0.01785937,-3.205482
-1.468828,-0.04656828,-3.186213
-1.48118,-0.02292712,-3.205857
-1.471007,-0.04548356,-3.190717
-1.480185,-0.02791659,-3.205313
-1.473178,-0.04345373,-3.194885
-1.47883,-0.03263605,-3.203873
-1.475257,-0.04055682,-3.198557
-1.477166,-0.03690413,-3.201592
-1.47097,-0.04106725,-3.189147
-1.472751,-0.03940193,-3.192567
-1.474457,-0.03702523,-3.19558
-1.476023,-0.03402848,-3.19807
-1.477388,-0.03052684,-3.199942
-1.4785,-0.02665487,-3.201123
-1.469182,-0.04195719,-3.185452
-1.479316,-0.02256138,-3.201569
-1.467457,-0.04203754,-3.181624
-1.479805,-0.01840367,-3.201262
-1.46586,-0.04130521,-3.177809
-1.479949,-0.01434153,-3.200214
-1.464454,-0.03978837,-3.174154
-1.47974,-0.01053106,-3.198465
-1.463291,-0.03754528,-3.1708
-1.479188,-0.007118702,-3.196083
-1.462417,-0.03466216,-3.167876
-1.478314,-0.004235573,-3.193158
-1.461865,-0.03124979,-3.165493
-1.477151,-0.001992486,-3.189804
-1.461656,-0.02743932,-3.163744
-1.475744,-0.0004756376,-3.18615
-1.461799,-0.02337718,-3.162696
-1.474148,0.00025668,-3.182335
-1.462288,-0.01921948,-3.162389
-1.472422,0.0001763329,-3.178506
-1.463104,-0.01512599,-3.162835
-1.470635,-0.0007136017,-3.174811
-1.464216,-0.01125402,-3.164016
-1.468854,-0.002378918,-3.171391
-1.465582,-0.007752385,-3.165888
-1.467147,-0.004755624,-3.168378
-1.464152,-0.01958522,-3.166677
-1.464789,-0.01638771,-3.167025
-1.465658,-0.01336323,-3.167948
-1.466724,-0.01062804,-3.16941
-1.467947,-0.008287206,-3.171355
-1.46928,-0.006430712,-3.173709
-1.46377,-0.02283289,-3.166917
-1.470671,-0.005129904,-3.17638
-1.463658,-0.0260059,-3.167736
-1.472068,-0.004434749,-3.179266
-1.463821,-0.02898234,-3.169102
-1.473415,-0.004372001,-3.182257
-1.464252,-0.0316478,-3.170963
-1.474663,-0.004944019,-3.185237
-1.464935,-0.03389987,-3.173247
-1.475762,-0.006128863,-3.188092
-1.465843,-0.03565199,-3.175867
-1.47667,-0.007880989,-3.190711
-1.466942,-0.03683683,-3.178721
-1.477353,-0.01013305,-3.192996
-1.468189,-0.03740886,-3.181701
-1.477784,-0.01279851,-3.194856
-1.469537,-0.0373461,-3.184692
-1.477947,-0.01577495,-3.196223
-1.470933,-0.03665095,-3.187578
-1.477835,-0.01894797,-3.197041
-1.472325,-0.03535014,-3.19025
-1.477453,-0.02219564,-3.197281
-1.473657,-0.03349365,-3.192603
